timestamp,round,operation,latency_ms,status
2026-03-27T14:56:56.099811+00:00,3,webhook_uplink,54.95,success
2026-03-27T14:56:56.160415+00:00,3,webhook_uplink,60.59,success
2026-03-27T14:56:56.161956+00:00,3,webhook_uplink,1.52,success
2026-03-27T14:56:56.163467+00:00,3,webhook_uplink,1.5,success
2026-03-27T14:56:56.164880+00:00,3,webhook_uplink,1.4,success
2026-03-27T14:56:56.166376+00:00,3,webhook_uplink,1.48,success
2026-03-27T14:56:56.223329+00:00,3,webhook_uplink,56.94,success
2026-03-27T14:56:56.225172+00:00,3,webhook_uplink,1.82,success
2026-03-27T14:56:56.285981+00:00,3,webhook_uplink,60.8,success
2026-03-27T14:56:56.350665+00:00,3,webhook_uplink,64.66,success
2026-03-27T14:56:56.413579+00:00,3,webhook_uplink,62.89,success
2026-03-27T14:56:56.415218+00:00,3,webhook_uplink,1.62,success
2026-03-27T14:56:56.480523+00:00,3,webhook_uplink,65.29,success
2026-03-27T14:56:56.482096+00:00,3,webhook_uplink,1.56,success
2026-03-27T14:56:56.483420+00:00,3,webhook_uplink,1.31,success
2026-03-27T14:56:56.484550+00:00,3,webhook_uplink,1.12,success
2026-03-27T14:56:56.592302+00:00,3,webhook_uplink,107.74,success
2026-03-27T14:56:56.594005+00:00,3,webhook_uplink,1.69,success
2026-03-27T14:56:56.595286+00:00,3,webhook_uplink,1.27,success
2026-03-27T14:56:56.596758+00:00,3,webhook_uplink,1.45,success
2026-03-27T14:56:56.655810+00:00,3,webhook_uplink,59.04,success
2026-03-27T14:56:56.657594+00:00,3,webhook_uplink,1.77,success
2026-03-27T14:56:56.659076+00:00,3,webhook_uplink,1.47,success
2026-03-27T14:56:56.717058+00:00,3,webhook_uplink,57.96,success
2026-03-27T14:56:56.779892+00:00,3,webhook_uplink,62.82,success
2026-03-27T14:56:56.781517+00:00,3,webhook_uplink,1.6,success
2026-03-27T14:56:56.782856+00:00,3,webhook_uplink,1.33,success
2026-03-27T14:56:56.784205+00:00,3,webhook_uplink,1.34,success
2026-03-27T14:56:56.843317+00:00,3,webhook_uplink,59.1,success
2026-03-27T14:56:56.907902+00:00,3,webhook_uplink,64.56,success
2026-03-27T14:56:56.909624+00:00,3,webhook_uplink,1.7,success
2026-03-27T14:56:56.910907+00:00,3,webhook_uplink,1.27,success
2026-03-27T14:56:56.912460+00:00,3,webhook_uplink,1.54,success
2026-03-27T14:56:56.914207+00:00,3,webhook_uplink,1.74,success
2026-03-27T14:56:56.973884+00:00,3,webhook_uplink,59.66,success
2026-03-27T14:56:57.034899+00:00,3,webhook_uplink,60.99,success
2026-03-27T14:56:57.036643+00:00,3,webhook_uplink,1.72,success
2026-03-27T14:56:57.097465+00:00,3,webhook_uplink,60.81,success
2026-03-27T14:56:57.098942+00:00,3,webhook_uplink,1.45,success
2026-03-27T14:56:57.157703+00:00,3,webhook_uplink,58.75,success
2026-03-27T14:56:57.218409+00:00,3,webhook_uplink,60.68,success
2026-03-27T14:56:57.220236+00:00,3,webhook_uplink,1.8,success
2026-03-27T14:56:57.282835+00:00,3,webhook_uplink,62.59,success
2026-03-27T14:56:57.284811+00:00,3,webhook_uplink,1.96,success
2026-03-27T14:56:57.340947+00:00,3,webhook_uplink,56.12,success
2026-03-27T14:56:57.399317+00:00,3,webhook_uplink,58.34,success
2026-03-27T14:56:57.463790+00:00,3,webhook_uplink,64.45,success
2026-03-27T14:56:57.465375+00:00,3,webhook_uplink,1.56,success
2026-03-27T14:56:57.526968+00:00,3,webhook_uplink,61.58,success
2026-03-27T14:56:57.589702+00:00,3,webhook_uplink,62.71,success
2026-03-27T14:56:57.650617+00:00,3,webhook_uplink,60.9,success
2026-03-27T14:56:57.714699+00:00,3,webhook_uplink,64.06,success
2026-03-27T14:56:57.716526+00:00,3,webhook_uplink,1.81,success
2026-03-27T14:56:57.717876+00:00,3,webhook_uplink,1.34,success
2026-03-27T14:56:58.238413+00:00,3,aggregator_flush,520.52,success
2026-03-27T14:57:00.318096+00:00,3,compute_trust,78.28,success
2026-03-27T14:57:00.369517+00:00,3,query_trust,51.34,success
2026-03-27T14:57:00.428378+00:00,3,compute_trust,58.81,success
2026-03-27T14:57:00.481162+00:00,3,query_trust,51.71,success
2026-03-27T14:57:00.549531+00:00,3,compute_trust,68.3,success
2026-03-27T14:57:00.602683+00:00,3,query_trust,53.11,success
2026-03-27T14:57:00.664549+00:00,3,compute_trust,61.81,success
2026-03-27T14:57:00.714654+00:00,3,query_trust,50.06,success
2026-03-27T14:57:00.772714+00:00,3,compute_trust,58.01,success
2026-03-27T14:57:00.824060+00:00,3,query_trust,51.3,success
2026-03-27T14:57:00.888804+00:00,3,compute_trust,64.69,success
2026-03-27T14:57:00.939555+00:00,3,query_trust,50.7,success
2026-03-27T14:57:00.999366+00:00,3,compute_trust,59.76,success
